Year,Rank,Release Group,Worldwide,Domestic,Foreign
2016,178,The Light Between Oceans,25975621.0,12545979.0,13429642.0
2016,179,A Beautiful Planet,25730120.0,15650615.0,10079505.0
2016,180,Mr. Donkey,25537759.0,356255.0,25181504.0
2016,181,Born in China,25081168.0,13873211.0,11207957.0
2016,182,Race,25070261.0,19206207.0,5864054.0
2016,183,Call of Heroes,25040561.0,0.0,25040561.0
2016,184,Free State of Jones,25035950.0,20810036.0,4225914.0
2016,185,Whiskey Tango Foxtrot,24972139.0,23083334.0,1888805.0
2016,186,Soulmate,24684439.0,0.0,24684439.0
2016,187,The Snow Queen 3: Fire and Ice,24644317.0,0.0,24644317.0
2016,188,God's Not Dead 2,24487848.0,20774575.0,3713273.0
2016,189,Camping 3,24224579.0,0.0,24224579.0
2016,190,The Founder,24121245.0,12786053.0,11335192.0
2016,191,Bad Santa 2,24079268.0,17782178.0,6297090.0
2016,192,Spirits' Homecoming,23857217.0,125616.0,23731601.0
2016,193,Silence,23834809.0,7100177.0,16734632.0
2016,194,Kevin Hart: What Now?,23591043.0,23591043.0,0.0
2016,195,No Manches Frida,23540937.0,11528613.0,12012324.0
2016,196,Middle School: The Worst Years of My Life,23316139.0,20007149.0,3308990.0
2016,197,Triple 9,23177948.0,12639297.0,10538651.0
2016,198,Rock Dog,23139802.0,9420546.0,13719256.0
2016,199,The Choice,23064015.0,18730891.0,4333124.0
2016,200,Penny Pincher!,22955486.0,0.0,22955486.0
2017,1,Star Wars: Episode VIII - The Last Jedi,1332539889.0,620181382.0,712358507.0
2017,2,Beauty and the Beast,1263521126.0,504014165.0,759506961.0
2017,3,The Fate of the Furious,1236005118.0,226008385.0,1009996733.0
2017,4,Despicable Me 3,1034799409.0,264624300.0,770175109.0
2017,5,Jumanji: Welcome to the Jungle,962077546.0,404515480.0,557562066.0
2017,6,Spider-Man: Homecoming,880166924.0,334201140.0,545965784.0
2017,7,Wolf Warrior 2,870325439.0,2721100.0,867604339.0
2017,8,Guardians of the Galaxy Vol. 2,863756051.0,389813101.0,473942950.0
2017,9,Thor: Ragnarok,853977126.0,315058289.0,538918837.0
2017,10,Wonder Woman,822963408.0,412563408.0,410400000.0
2017,11,Coco,814641172.0,210460015.0,604181157.0
2017,12,Pirates of the Caribbean: Dead Men Tell No Tales,794861794.0,172558876.0,622302918.0
2017,13,It,702781748.0,327481748.0,375300000.0
2017,14,Justice League,661324295.0,229024295.0,432300000.0
2017,15,Logan,619021436.0,226277068.0,392744368.0
2017,16,Transformers: The Last Knight,605425157.0,130168683.0,475256474.0
2017,17,Kong: Skull Island,568652812.0,168052812.0,400600000.0
2017,18,The Boss Baby,527965936.0,175003033.0,352962903.0
2017,19,Dunkirk,526045546.0,188045546.0,338000000.0
2017,20,War for the Planet of the Apes,490719763.0,146880162.0,343839601.0
2017,21,The Greatest Showman,434993183.0,174340174.0,260653009.0
2017,22,Kingsman: The Golden Circle,410902662.0,100234838.0,310667824.0
2017,23,The Mummy,409231607.0,80227895.0,329003712.0
2017,24,Cars 3,383930656.0,152901115.0,231029541.0
2017,25,Fifty Shades Darker,381545846.0,114581250.0,266964596.0
2017,26,Murder on the Orient Express,352789811.0,102826543.0,249963268.0
2017,27,xXx: Return of Xander Cage,346118277.0,44898413.0,301219864.0
2017,28,Never Say Die,334530869.0,0.0,334530869.0
2017,29,The Lego Batman Movie,312150384.0,175750384.0,136400000.0
2017,30,The Ex-File 3: Return of the Exes,307592427.0,838959.0,306753468.0
2017,31,Annabelle: Creation,306592201.0,102092201.0,204500000.0
2017,32,Wonder,305937718.0,132422809.0,173514909.0
2017,33,Ferdinand,296069199.0,84410380.0,211658819.0
2017,34,Split,278454358.0,138291365.0,140162993.0
2017,35,Blade Runner 2049,259154159.0,92054159.0,167100000.0
2017,36,Kung Fu Yoga,257743016.0,362657.0,257380359.0
2017,37,Get Out,255407969.0,176040665.0,79367304.0
2017,38,Baahubali 2: The Conclusion,254158390.0,20186659.0,233971731.0
2017,39,Journey to the West: The Demons Strike Back,247585244.0,880346.0,246704898.0
2017,40,Alien: Covenant,240891763.0,74262031.0,166629732.0
2017,41,Paddington 2,227291591.0,40891591.0,186400000.0
2017,42,Youth,227091290.0,1891956.0,225199334.0
2017,43,Baby Driver,226945087.0,107825862.0,119119225.0
2017,44,Valerian and the City of a Thousand Planets,225874228.0,41189488.0,184684740.0
2017,45,Geostorm,221900160.0,33700160.0,188200000.0
2017,46,The Emoji Movie,217776646.0,86089513.0,131687133.0
2017,47,A Dog's Purpose,205035819.0,64508620.0,140527199.0
2017,48,Smurfs: The Lost Village,197183546.0,45020282.0,152163264.0
2017,49,The Shape of Water,195243464.0,63859435.0,131384029.0
2017,50,Pitch Perfect 3,185400345.0,104897530.0,80502815.0
2017,51,The Hitman's Bodyguard,183415183.0,75468583.0,107946600.0
2017,52,Daddy's Home 2,180613180.0,104029443.0,76583737.0
2017,53,The Post,179769457.0,81903458.0,97865999.0
2017,54,Baywatch,177856751.0,58060186.0,119796565.0
2017,55,John Wick: Chapter 2,171539887.0,92029184.0,79510703.0
2017,56,Ghost in the Shell,169801921.0,40563557.0,129238364.0
2017,57,"Three Billboards Outside Ebbing, Missouri",160060063.0,54513740.0,105546323.0
2017,58,Duckweed,152894264.0,471575.0,152422689.0
2017,59,Darkest Hour,150847207.0,56468410.0,94378797.0
2017,60,King Arthur: Legend of the Sword,149175066.0,39175066.0,110000000.0
2017,61,The Foreigner,145374099.0,34393507.0,110980592.0
2017,62,Power Rangers,142337240.0,85364450.0,56972790.0
2017,63,Girls Trip,140552359.0,115171585.0,25380774.0
2017,64,American Made,134866593.0,51342000.0,83524593.0
2017,65,A Bad Moms Christmas,130560428.0,72110659.0,58449769.0
2017,66,Happy Death Day,125479266.0,55683845.0,69795421.0
2017,67,Captain Underpants: The First Epic Movie,125427681.0,73921000.0,51506681.0
2017,68,The Lego Ninjago Movie,123681555.0,59281555.0,64400000.0
2017,69,Secret Superstar,122026260.0,0.0,122026260.0
2017,70,The Commuter,119942387.0,36343858.0,83598529.0
2017,71,Forever Young,119055731.0,0.0,119055731.0
2017,72,The Dark Tower,113231078.0,50701325.0,62529753.0
2017,73,Buddies in India,110155128.0,293194.0,109861934.0
2017,74,Along With the Gods: The Two Worlds,109383972.0,1908823.0,107475149.0
2017,75,Immortal Demon Slayer,103818506.0,0.0,103818506.0
2017,76,Jigsaw,102952888.0,38052832.0,64900056.0
2017,77,Life,100541806.0,30234022.0,70307784.0
2017,78,Atomic Blonde,100014025.0,51687870.0,48326155.0
2017,79,Legend of the Demon Cat,97051623.0,0.0,97051623.0
2017,80,The Shack,96942115.0,57386418.0,39555697.0
2017,81,Chasing the Dragon,87965942.0,456854.0,87509088.0
2017,82,Tiger Zinda Hai,87320000.0,5560921.0,81759079.0
2017,83,A Taxi Driver,86252940.0,1527829.0,84725111.0
2017,84,Going in Style,85218541.0,45018541.0,40200000.0
2017,85,Rings,83080890.0,27793018.0,55287872.0
2017,86,Once Upon A Time,82886178.0,485728.0,82400450.0
2017,87,Paradox,79226860.0,0.0,79226860.0
2017,88,Lady Bird,78965611.0,48958273.0,30007338.0
2017,89,Fantastica: A Boonie Bears Adventure,77151096.0,0.0,77151096.0
2017,90,The Nut Job 2: Nutty by Nature,68743485.0,28370522.0,40372963.0
2017,91,American Assassin,67234188.0,36249674.0,30984514.0
2017,92,Victoria & Abdul,66558465.0,22245070.0,44313395.0
2017,93,Suck Me Shakespeer 3,64236772.0,0.0,64236772.0
2017,94,Detective Conan: Crimson Love Letter,63144805.0,0.0,63144805.0
2017,95,The Mountain Between Us,62832209.0,30348555.0,32483654.0
2017,96,The Star,62812974.0,40852824.0,21960150.0
2017,97,How to Be a Latin Lover,62547032.0,32149404.0,30397628.0
2017,98,47 Meters Down,62187529.0,44307191.0,17880338.0
2017,99,"Everything, Everything",61721140.0,34121140.0,27600000.0
2017,100,Doraemon: Great Adventure in the Antarctic Kachi Kochi,61153455.0,0.0,61153455.0
2017,101,Snatched,60845711.0,45852178.0,14993533.0
2017,102,The Founding of an Army,60600361.0,0.0,60600361.0
2017,103,My Little Pony: The Movie,60330833.0,21885107.0,38445726.0
2017,104,Molly's Game,59284015.0,28780744.0,30503271.0
2017,105,The Devotion of Suspect X,59035664.0,686435.0,58349229.0
2017,106,Shock Wave,58824459.0,0.0,58824459.0
2017,107,Goldbuster,57628292.0,186135.0,57442157.0
2017,108,All the Money in the World,56996304.0,25113707.0,31882597.0
2017,109,The Big Sick,56411585.0,42873127.0,13538458.0
2017,110,Confidential Assignment,55972241.0,475618.0,55496623.0
2017,111,All Eyez on Me,55668698.0,44922302.0,10746396.0
2017,112,Downsizing,55003890.0,24449754.0,30554136.0
2017,113,"I, Tonya",53939297.0,30014539.0,23924758.0
2017,114,1987: When the Day Comes,53834292.0,0.0,53834292.0
2017,115,The Outlaws,52946454.0,0.0,52946454.0
2017,116,Bleeding Steel,48825526.0,0.0,48825526.0
2017,117,Logan Lucky,48453605.0,27780977.0,20672628.0
2017,118,Boo 2! A Madea Halloween,48333932.0,47319572.0,1014360.0
2017,119,Sky Hunter,48065601.0,0.0,48065601.0
2017,120,Phantom Thread,47756590.0,21198205.0,26558385.0
2017,121,Rough Night,47347283.0,22105643.0,25241640.0
2017,122,Son of Bigfoot,47046281.0,289308.0,46756973.0
2017,123,Three Seconds,46596415.0,0.0,46596415.0
2017,124,The Thousand Faces of Dunjia,46263237.0,124187.0,46139050.0
2017,125,The Battleship Island,46183383.0,1104957.0,45078426.0
2017,126,Hanson and the Beast,46154323.0,0.0,46154323.0
2017,127,Gintama Live Action the Movie,45746967.0,0.0,45746967.0
2017,128,Guilty of Mind,45698503.0,0.0,45698503.0
2017,129,Flatliners,45158254.0,16883115.0,28275139.0
2017,130,Bad Genius,44560421.0,0.0,44560421.0
2017,131,Mother!,44516999.0,17800004.0,26716995.0
2017,132,Wind River,43980821.0,33800859.0,10179962.0
2017,133,Battle of Memories,43892362.0,594552.0,43297810.0
2017,134,The Snowman,43084060.0,6700035.0,36384025.0
2017,135,Gifted,43046590.0,24801212.0,18245378.0
2017,136,Loving Vincent,42187665.0,6735118.0,35452547.0
2017,137,Call Me by Your Name,42180512.0,18095701.0,24084811.0
2017,138,Mary and the Witch's Flower,41978431.0,2418404.0,39560027.0
2017,139,T2 Trainspotting,41681746.0,2402004.0,39279742.0
2017,140,Fist Fight,41187017.0,32187017.0,9000000.0
2017,141,The Circle,40656399.0,20497844.0,20158555.0
2017,142,Diary of a Wimpy Kid: The Long Haul,40140972.0,20738724.0,19402248.0
2017,143,Brotherhood of Blades 2,39966092.0,14204.0,39951888.0
2017,144,Midnight Runners,39730433.0,0.0,39730433.0
2017,145,The King,37886707.0,0.0,37886707.0
2017,146,Pokémon the Movie: I Choose You!,37552144.0,2401722.0,35150422.0
2017,147,Home Again,37270721.0,27020284.0,10250437.0
2017,148,The Adventurers,36796816.0,216556.0,36580260.0
2017,149,"Tad, the Lost Explorer, and the Secret of King Midas",35704046.0,5874.0,35698172.0
2017,150,Hostiles,35669017.0,29819114.0,5849903.0
2017,151,Namiya,35351623.0,70814.0,35280809.0
2017,152,Destiny: The Tale of Kamakura,35166640.0,0.0,35166640.0
2017,153,The Liquidator,35046130.0,0.0,35046130.0
2017,154,Kidnap,34814102.0,30971040.0,3843062.0
2017,155,R.A.I.D. Special Unit,34598750.0,0.0,34598750.0
2017,156,The House,34284504.0,25584504.0,8700000.0
2017,157,I Want to Eat Your Pancreas,33748006.0,277019.0,33470987.0
2017,158,Perfect Strangers,33262366.0,1014507.0,32247859.0
2017,159,Sleepless,32917353.0,20783704.0,12133649.0
2017,160,Hindi Medium,32841493.0,0.0,32841493.0
2017,161,Steel Rain,32783733.0,0.0,32783733.0
2017,162,The House That Never Dies II,32433588.0,0.0,32433588.0
2017,163,The Invisible Guest,31191910.0,0.0,31191910.0
2017,164,This Is Not What I Expected,30996615.0,337670.0,30658945.0
2017,165,The Last Warrior,30618274.0,0.0,30618274.0
2017,166,Reset 2017 Re-release,29949252.0,108970.0,29840282.0
2017,167,The Bye Bye Man,29874280.0,22395806.0,7478474.0
2017,168,The Disaster Artist,29820616.0,21120616.0,8700000.0
2017,169,The Swindlers,29721916.0,241916.0,29480000.0
2017,170,Alibi.com,29370592.0,0.0,29370592.0
2017,171,Sword Art Online the Movie: Ordinal Scale,29322339.0,1522976.0,27799363.0
2017,172,Recep Ivedik 5,28952258.0,0.0,28952258.0
2017,173,Judwaa 2,28733523.0,1431255.0,27302268.0
2017,174,The Fortress,28645448.0,252895.0,28392553.0
2017,175,What Happened to Monday,27975429.0,0.0,27975429.0
2017,176,Monster Family,27890108.0,127259.0,27762849.0
2017,177,The Beguiled,27869129.0,10709995.0,17159134.0
2017,178,CHIPS,26800152.0,18600152.0,8200000.0
2017,179,A Cure for Wellness,26620002.0,8106986.0,18513016.0
2017,180,Only the Brave,26351322.0,18343983.0,8007339.0
2017,181,Twenty Two,26289378.0,46796.0,26242582.0
2017,182,The Zookeeper's Wife,26152835.0,17571660.0,8581175.0
2017,183,The Bride of Badrinath,26134309.0,1993259.0,24141050.0
2017,184,A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,25960664.0,0.0,25960664.0
2017,185,Love Off the Cuff,25959989.0,0.0,25959989.0
2017,186,Father Figures,25701244.0,17501244.0,8200000.0
2017,187,Fireworks,25672406.0,525280.0,25147126.0
2017,188,Money,25403753.0,0.0,25403753.0
2017,189,Leap! 2017 Re-release,25376094.0,21858070.0,3518024.0
2017,190,The Death of Stalin,24646055.0,8047856.0,16598199.0
2017,191,The 8-Year Engagement,24425963.0,0.0,24425963.0
2017,192,Jolly LLB 2,24214186.0,1654254.0,22559932.0
2017,193,I Can Speak,24024444.0,63239.0,23961205.0
2017,194,Wish Upon,23468586.0,14301505.0,9167081.0
2017,195,Detroit,23355100.0,16790139.0,6564961.0
2017,196,Extraordinary Mission,22757764.0,54174.0,22703590.0
2017,197,The Glass Castle,22088533.0,17273059.0,4815474.0
2017,198,Épouse-moi mon pote,21571464.0,0.0,21571464.0
2017,199,The Prison,21205329.0,207481.0,20997848.0
2017,200,One Hundred Thousand Bad Jokes 2,20460352.0,0.0,20460352.0
2018,1,Avengers: Infinity War,2048359754.0,678815482.0,1369544272.0
2018,2,Black Panther,1346913161.0,700059566.0,646853595.0
2018,3,Jurassic World: Fallen Kingdom,1308467944.0,417719760.0,890748184.0
2018,4,Incredibles 2,1242805359.0,608581744.0,634223615.0
2018,5,Aquaman,1151961807.0,335061807.0,816900000.0
2018,6,Bohemian Rhapsody,903655259.0,216428042.0,687227217.0
2018,7,Venom,856085151.0,213515506.0,642569645.0
2018,8,Mission: Impossible - Fallout,791115104.0,220159104.0,570956000.0
2018,9,Deadpool 2,734546611.0,318491426.0,416055185.0
2018,10,Fantastic Beasts: The Crimes of Grindelwald,655755901.0,159555901.0,496200000.0
2018,11,Ant-Man and the Wasp,622674139.0,216648740.0,406025399.0
2018,12,Ready Player One,583490172.0,137690172.0,445800000.0
2018,13,Operation Red Sea,579330426.0,1543547.0,577786879.0
2018,14,Detective Chinatown 2,544185156.0,1983984.0,542201172.0
2018,15,Ralph Breaks the Internet,529323962.0,201091711.0,328232251.0
2018,16,The Meg,529243742.0,145443742.0,383800000.0
2018,17,Hotel Transylvania 3: Summer Vacation,528583774.0,167510016.0,361073758.0
2018,18,The Grinch,512715682.0,271740675.0,240975007.0
2018,19,Bumblebee,467989645.0,127195589.0,340794056.0
2018,20,Dying to Survive,451176639.0,0.0,451176639.0
2018,21,A Star Is Born,436388866.0,215288866.0,221100000.0
2018,22,Rampage,428128233.0,101028233.0,327100000.0
2018,23,Mamma Mia! Here We Go Again,395044706.0,120634935.0,274409771.0
2018,24,Solo: A Star Wars Story,392924807.0,213767512.0,179157295.0
2018,25,Spider-Man: Into the Spider-Verse,375582637.0,190241310.0,185341327.0
2018,26,Fifty Shades Freed,371985018.0,100407760.0,271577258.0
2018,27,Hello Mr. Billionaire,366961907.0,0.0,366961907.0
2018,28,The Nun,366050119.0,117450119.0,248600000.0
2018,29,Monster Hunt 2,361682618.0,706153.0,360976465.0
2018,30,Peter Rabbit,351266433.0,115253424.0,236013009.0
2018,31,Mary Poppins Returns,349537494.0,171958438.0,177579056.0
2018,32,A Quiet Place,340939361.0,188024361.0,152915000.0
2018,33,Green Book,321752656.0,85080171.0,236672485.0
2018,34,Skyscraper,304868961.0,68420120.0,236448841.0
2018,35,Ocean's Eight,297718711.0,140218711.0,157500000.0
2018,36,Pacific Rim: Uprising,290930148.0,59874525.0,231055623.0
2018,37,Maze Runner: The Death Cure,288175335.0,58032443.0,230142892.0
2018,38,Tomb Raider,274950803.0,58250803.0,216700000.0
2018,39,Halloween,255485178.0,159342015.0,96143163.0
2018,40,Crazy Rich Asians,239032921.0,174532921.0,64500000.0
2018,41,Smallfoot,217940103.0,83240103.0,134700000.0
2018,42,Creed II,214215889.0,115715889.0,98500000.0
2018,43,Us and Them,209221380.0,0.0,209221380.0
2018,44,The Island,198326350.0,670883.0,197655467.0
2018,45,Christopher Robin,197744377.0,99215042.0,98529335.0
2018,46,The Equalizer 2,190400157.0,102084362.0,88315795.0
2018,47,Project Gutenberg,188116796.0,0.0,188116796.0
2018,48,The Mule,174804407.0,103804407.0,71000000.0
2018,49,The Nutcracker and the Four Realms,173961069.0,54858851.0,119102218.0
2018,50,Insidious: The Last Key,167885588.0,67745330.0,100140258.0
2018,51,The Predator,160542134.0,51024708.0,109517426.0
2018,52,Johnny English Strikes Again,158970776.0,4412170.0,154558606.0
2018,53,Red Sparrow,151572634.0,46874505.0,104698129.0
2018,54,More Than Blue,142958164.0,722669.0,142235495.0
2018,55,The First Purge,137056262.0,69488745.0,67567517.0
2018,56,How Long Will I Love U,136796719.0,746933.0,136049786.0
2018,57,A Wrinkle in Time,132675864.0,100478608.0,32197256.0
2018,58,The House with a Clock in Its Walls,131457147.0,68549695.0,62907452.0
2018,59,Instant Family,120556201.0,67363237.0,53192964.0
2018,60,A Cool Fish,118153135.0,551876.0,117601259.0
2018,61,Game Night,117679066.0,69179066.0,48500000.0
2018,62,Dragon Ball Super: Broly,115750445.0,30712119.0,85038326.0
2018,63,The Monkey King 3,115084576.0,187074.0,114897502.0
2018,64,First Man,105697415.0,44936545.0,60760870.0
2018,65,Book Club,104438188.0,68566296.0,35871892.0
2018,66,Night School,103105878.0,77339130.0,25766748.0
2018,67,Detective Conan: Zero the Enforcer,101860359.0,0.0,101860359.0
2018,68,Along With the Gods: The Last 49 Days,97962238.0,1200246.0,96761992.0
2018,69,A Simple Favor,97644617.0,53548586.0,44096031.0
2018,70,Alpha,97254328.0,35857181.0,61397147.0
2018,71,Boonie Bears: The Big Shrink,96845907.0,0.0,96845907.0
2018,72,The Favourite,95918706.0,34366783.0,61551923.0
2018,73,Truth or Dare,95330493.0,41411015.0,53919478.0
2018,74,Kill Mobile,94870905.0,0.0,94870905.0
2018,75,I Feel Pretty,94539426.0,48795601.0,45743825.0
2018,76,Blockers,94017294.0,60311495.0,33705799.0
2018,77,BlacKkKlansman,93400823.0,49275340.0,44125483.0
2018,78,Goosebumps 2: Haunted Halloween,93320380.0,46700633.0,46619747.0
2018,79,Shadow,91708374.0,521396.0,91186978.0
2018,80,Overboard,91244913.0,50316123.0,40928790.0
2018,81,Sherlock Gnomes,90497778.0,43242871.0,47254907.0
2018,82,Detective Dee: The Four Heavenly Kings,90040771.0,262963.0,89777808.0
2018,83,"Hello, Mrs. Money",86874070.0,0.0,86874070.0
2018,84,Robin Hood,86489031.0,30824628.0,55664403.0
2018,85,I Can Only Imagine,86086881.0,83482352.0,2604529.0
2018,86,Hidden Man,85170581.0,0.0,85170581.0
2018,87,Mortal Engines,83672673.0,15951040.0,67721633.0
2018,88,iPartment the Movie,81096321.0,0.0,81096321.0
2018,89,Doraemon the Movie: Nobita's Treasure Island,80920916.0,0.0,80920916.0
2018,90,Den of Thieves,80509622.0,44947622.0,35562000.0
2018,91,Hereditary,79973443.0,44069456.0,35903987.0
2018,92,Code Blue: The Movie,78778562.0,0.0,78778562.0
2018,93,Tag,78230625.0,54730625.0,23500000.0
2018,94,Sanju,76693052.0,7909317.0,68783735.0
2018,95,Vice,76073488.0,47836282.0,28237206.0
2018,96,Widows,75984700.0,42402632.0,33582068.0
2018,97,Sicario: Day of the Soldado,75837743.0,50072235.0,25765508.0
2018,98,Searching,75462037.0,26020957.0,49441080.0
2018,99,The Spy Who Dumped Me,75320680.0,33562069.0,41758611.0
2018,100,Animal World,74922830.0,0.0,74922830.0
2018,101,Amazing China,72506343.0,0.0,72506343.0
2018,102,Second Act,72282227.0,39282227.0,33000000.0
2018,103,Spirited Away 2018 Re-release,70186029.0,1175067.0,69010962.0
2018,104,Shoplifters,67999335.0,3313513.0,64685822.0
2018,105,12 Strong,67359190.0,45819713.0,21539477.0
2018,106,"Love, Simon",66316289.0,40826341.0,25489948.0
2018,107,Mile 22,66308758.0,36108758.0,30200000.0
2018,108,Life of the Party,65659911.0,53059911.0,12600000.0
2018,109,L Storm,64517456.0,0.0,64517456.0
2018,110,Capernaum,64417003.0,1661096.0,62755907.0
2018,111,Isle of Dogs,64241499.0,32015231.0,32226268.0
2018,112,Andhadhun,62475342.0,1193046.0,61282296.0
2018,113,Adrift,59945012.0,31445012.0,28500000.0
2018,114,The 15:17 to Paris,57176286.0,36276286.0,20900000.0
2018,115,A or B,56239049.0,0.0,56239049.0
2018,116,Go Brother!,54663060.0,0.0,54663060.0
2018,117,Early Man,54622814.0,8267544.0,46355270.0
2018,118,Peppermint,53918723.0,35418723.0,18500000.0
2018,119,Teen Titans GO! To the Movies,52390236.0,29790236.0,22600000.0
2018,120,Slender Man,51738549.0,30569484.0,21169065.0
2018,121,Breaking In,51411620.0,46840590.0,4571030.0
2018,122,Cry Me a Sad River,51400614.0,0.0,51400614.0
2018,123,Once Upon a Deadpool 2018 Re-release,51349833.0,6100309.0,45249524.0
2018,124,Simmba,51329025.0,5102129.0,46226896.0
2018,125,Family is Family,49954866.0,0.0,49954866.0
2018,126,Death Wish,49562710.0,34017028.0,15545682.0
2018,127,The Magic Tuche,47427990.0,0.0,47427990.0
2018,128,Golden Job,47287851.0,285795.0,47002056.0
2018,129,Mary Queen of Scots,46712809.0,16468499.0,30244310.0
2018,130,Uncle Drew,46664414.0,42469946.0,4194468.0
2018,131,Acrimony,46403669.0,43549096.0,2854573.0
2018,132,Asterix: The Secret of the Magic Potion,46233469.0,1271953.0,44961516.0
2018,133,Bajrangi Bhaijaan 2018 Re-release,45579004.0,0.0,45579004.0
2018,134,Winchester,44019588.0,25091816.0,18927772.0
2018,135,Annihilation,43070915.0,32732301.0,10338614.0
2018,136,The Possession of Hannah Grace,43016528.0,14837422.0,28179106.0
2018,137,Long Day's Journey Into Night,42140994.0,521365.0,41619629.0
2018,138,Overlord,41657844.0,21704844.0,19953000.0
2018,139,The Great Battle,41509280.0,472166.0,41037114.0
2018,140,The Darkest Minds,41142379.0,12695691.0,28446688.0
2018,141,"Lost, Found",41043552.0,0.0,41043552.0
2018,142,Holmes & Watson,40466970.0,30573626.0,9893344.0
2018,143,Intimate Strangers,39576060.0,0.0,39576060.0
2018,144,Thugs of Hindostan,39570044.0,1449848.0,38120196.0
2018,145,Sink or Swim,39193850.0,0.0,39193850.0
2018,146,Show Dogs,39156854.0,17857020.0,21299834.0
2018,147,Believer,39047153.0,365639.0,38681514.0
2018,148,The Spy Gone North,38844509.0,500803.0,38343706.0
2018,149,On the Basis of Sex,38673750.0,24622687.0,14051063.0
2018,150,Taxi 5,38598227.0,0.0,38598227.0
2018,151,Fat Buddies,37496410.0,0.0,37496410.0
2018,152,Till The End Of The World,37013733.0,118660.0,36895073.0
2018,153,2.0,36945969.0,4152000.0,32793969.0
2018,154,Nothing to Lose,36075317.0,1016188.0,35059129.0
2018,155,Mia and the White Lion,35487190.0,399471.0,35087719.0
2018,156,The Girl in the Spider's Web,35164920.0,14841338.0,20323582.0
2018,157,The Hate U Give,34934009.0,29719483.0,5214526.0
2018,158,Nobody's Fool,33705333.0,31713110.0,1992223.0
2018,159,Baaghi 2,33139063.0,1319579.0,31819484.0
2018,160,The Hurricane Heist,32517248.0,6115825.0,26401423.0
2018,161,All About Me,31920159.0,0.0,31920159.0
2018,162,Bad Times at the El Royale,31882724.0,17839115.0,14043609.0
2018,163,Beautiful Boy,31711319.0,7649973.0,24061346.0
2018,164,Hunter Killer,31672678.0,15767460.0,15905218.0
2018,165,Super Troopers 2,31626386.0,30617396.0,1008990.0
2018,166,The Strangers: Prey at Night,31039126.0,24586708.0,6452418.0
2018,167,Gintama 2: Rules are Made to be Broken,30896653.0,0.0,30896653.0
2018,168,A Strong Insect Crossing the River,30355804.0,0.0,30355804.0
2018,169,Clergy,30114115.0,0.0,30114115.0
2018,170,Ice,29806210.0,0.0,29806210.0
2018,171,Free Solo,29390279.0,17541090.0,11849189.0
2018,172,Dark Figure of Crime,29176133.0,0.0,29176133.0
2018,173,Pad Man,29045020.0,1670192.0,27374828.0
2018,174,Mirai,28756961.0,812794.0,27944167.0
2018,175,Default,27694043.0,203775.0,27490268.0
2018,176,One Cut of the Dead,27590180.0,52406.0,27537774.0
2018,177,The Happytime Murders,27506452.0,20706452.0,6800000.0
2018,178,Midnight Sun,27365467.0,9561064.0,17804403.0
2018,179,VIP Policeman,27222681.0,0.0,27222681.0
2018,180,My Neighbor Totoro 2018 Re-release,27083857.0,1144649.0,25939208.0
2018,181,The Faces of My Gene,26796279.0,0.0,26796279.0
2018,182,Badhaai Ho,26125610.0,0.0,26125610.0
2018,183,Hichki,26055222.0,330279.0,25724943.0
2018,184,Champions,25962612.0,0.0,25962612.0
2018,185,White Boy Rick,25957482.0,24011188.0,1946294.0
2018,186,"Paul, Apostle of Christ",25915966.0,17560475.0,8355491.0
2018,187,Keys to the Heart,25375866.0,75134.0,25300732.0
2018,188,Stan & Ollie,24420923.0,5470235.0,18950688.0
2018,189,The Witch: Part 1 - The Subversion,24340302.0,0.0,24340302.0
2018,190,The Accidental Detective 2: In Action,24243825.0,179045.0,24064780.0
2018,191,Killing for the Prosecution,23929620.0,0.0,23929620.0
2018,192,Pokémon the Movie: The Power of Us,23740788.0,789170.0,22951618.0
2018,193,The Guernsey Literary and Potato Peel Pie Society,23148937.0,0.0,23148937.0
2018,194,The Crimes That Bind,23144130.0,0.0,23144130.0
2018,195,New Happy Dad and Son 3: Adventure in Russia,23130469.0,0.0,23130469.0
2018,196,Padmaavat,22991060.0,11846060.0,11145000.0
2018,197,Won't You Be My Neighbor?,22844741.0,22835787.0,8954.0
2018,198,Europe Raiders,22435156.0,0.0,22435156.0
2018,199,Mojin: The Worm Valley,22381583.0,101516.0,22280067.0
2018,200,Stree,22075730.0,0.0,22075730.0
2019,1,Avengers: Endgame,2799439100.0,858373000.0,1941066100.0
2019,2,The Lion King,1656943394.0,543638043.0,1113305351.0
2019,3,Frozen II,1450026933.0,477373578.0,972653355.0
2019,4,Spider-Man: Far from Home,1131927996.0,390532085.0,741395911.0
2019,5,Captain Marvel,1128274794.0,426829839.0,701444955.0
2019,6,Joker,1078751311.0,335451311.0,743300000.0
2019,7,Star Wars: Episode IX - The Rise of Skywalker,1074144248.0,515202542.0,558941706.0
2019,8,Toy Story 4,1073394593.0,434038008.0,639356585.0
2019,9,Aladdin,1050693953.0,355559216.0,695134737.0
2019,10,Jumanji: The Next Level,801693929.0,320314960.0,481378969.0
2019,11,Fast & Furious Presents: Hobbs & Shaw,760732926.0,173956935.0,586775991.0
2019,12,Ne Zha,726024868.0,3695533.0,722329335.0
2019,13,The Wandering Earth,699856699.0,5971413.0,693885286.0
